序号;文件序号;文件名称;名称;位置;合同号;软件版本;修改日期;匹配;大小;类型;创建日期;最后访问日期;文件扩展名;行;文本
34;1;D:\24.工程设计备份\B北京\2013年度\SZ131385-北京京能东北热电高安屯电厂监控\00设计软件\后台\130930北京京能东北热电NCS电厂通讯后台工程设计更改单.xls;130930北京京能东北热电NCS电厂通讯后台工程设计更改单.xls;D:\24.工程设计备份\B北京\2013年度\SZ131385-北京京能东北热电高安屯电厂监控\00设计软件\后台\;SZ131385;;2016/11/24 15:56;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:41;2017/8/29 3:41;XLS;24;"原版本号 新版本号 ""后台：PRS-7000-标准X(Solaris 10)-S-V1.1-130918"
36;1;D:\24.工程设计备份\B北京\2013年度\SZ131388-1北京220kV老君堂无人值守改造项目监控\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\B北京\2013年度\SZ131388-1北京220kV老君堂无人值守改造项目监控\00设计软件\通讯\;SZ131388;;2016/11/24 15:56;1;20 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:37;2017/8/29 3:37;XLS;25;PRS-700U-标准S(北京)-X-V3.0-130709
310;1;D:\24.工程设计备份\H湖北\2013年度\SZ131396湖北襄阳110kV结义智能变综自\SYSCOM-140325\后台\140409湖北襄阳110kV结义智能变工程设计更改单.xls;140409湖北襄阳110kV结义智能变工程设计更改单.xls;D:\24.工程设计备份\H湖北\2013年度\SZ131396湖北襄阳110kV结义智能变综自\SYSCOM-140325\后台\;SZ131396;;2016/11/28 9:51;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:23;2017/8/28 21:23;XLS;23;原版本号 PRS-7000-标准X-S10-S-V1.10-130918 新版本号 PRS-7000-标准X-S10-S-V1.10-140306
311;1;D:\24.工程设计备份\H湖北\2013年度\SZ131396湖北襄阳110kV结义智能变综自\140815服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H湖北\2013年度\SZ131396湖北襄阳110kV结义智能变综自\140815服务记录\后台\;SZ131396;;2016/11/28 9:51;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:23;2017/8/28 21:23;XLS;24;原版本号 PRS-7000-标准X-S10-S-V1.10-140301 新版本号 PRS-7000-标准X（结义变P2）-S10-S-V1.10-140627
103;1;D:\24.工程设计备份\F福建\2013年度\SZ131472福建福州110kV刘岐变智能变综自\160129服务记录\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\F福建\2013年度\SZ131472福建福州110kV刘岐变智能变综自\160129服务记录\通讯\;SZ131472;;2016/11/28 11:17;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:34;2017/8/29 6:34;XLS;12;"更改原因 ""后台使用的后台版本是PRS-7000-BIAOZHUN-X-S11-S-V1.21-151217，远动机的原程序版本3.60（标准版）和该版本后台生成的配置文件不兼容，导致现场所有的数字化装置的自检信号都无法在远动机变位。现场将P5-1-1n~2-1n远动机ISA-301D程序更改为ISA-301D-标准(刘歧变P1)-V3.60-M-160129，请补单。"
104;1;D:\24.工程设计备份\F福建\2013年度\SZ131475福建泉州晋江110kV市区东智能变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\F福建\2013年度\SZ131475福建泉州晋江110kV市区东智能变\00设计软件\后台\;SZ131475;;2016/11/28 11:17;1;32 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:33;2017/8/29 6:33;XLS;24;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-131107"
466;1;D:\24.工程设计备份\N内蒙古\2013年度\SZ131576内蒙古赤峰66kV彩虹桥智能综自\00软件设计\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\N内蒙古\2013年度\SZ131576内蒙古赤峰66kV彩虹桥智能综自\00软件设计\后台\;SZ131576;;2016/11/28 14:32;2;32 KB;Microsoft Excel 97-2003 工作表;2017/8/29 0:20;2017/8/29 0:20;XLS;10;更改装置型号 PRS-7000，ISA-301D 更改类别 工程软件 技术定位 初调无程序
467;2;D:\24.工程设计备份\N内蒙古\2013年度\SZ131576内蒙古赤峰66kV彩虹桥智能综自\00软件设计\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\N内蒙古\2013年度\SZ131576内蒙古赤峰66kV彩虹桥智能综自\00软件设计\后台\;SZ131576;;2016/11/28 14:32;2;32 KB;Microsoft Excel 97-2003 工作表;2017/8/29 0:20;2017/8/29 0:20;XLS;25;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-130918"
468;1;D:\24.工程设计备份\N内蒙古\2013年度\SZ131577内蒙古呼伦贝尔110kV扎赉诺尔新区智能变\00设计软件\通讯\工程设计更改单140226.xls;工程设计更改单140226.xls;D:\24.工程设计备份\N内蒙古\2013年度\SZ131577内蒙古呼伦贝尔110kV扎赉诺尔新区智能变\00设计软件\通讯\;SZ131577;;2016/11/28 14:32;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 0:18;2017/8/29 0:18;XLS;26;"原版本号 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-130918"
252;1;D:\24.工程设计备份\H河北\2013年度\SZ131579 河北石家庄赵县110kV东平变改造综自\00设计软件\工程设计更改单777.xls;工程设计更改单777.xls;D:\24.工程设计备份\H河北\2013年度\SZ131579 河北石家庄赵县110kV东平变改造综自\00设计软件\;SZ131579;;2016/11/25 10:33;1;36 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:47;2017/8/28 19:47;XLS;29;PRS-7000-标准X-S10-S-V1.10-130918
253;1;D:\24.工程设计备份\H河北\2013年度\SZ131580河北石家庄赵县城关变增容综自\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H河北\2013年度\SZ131580河北石家庄赵县城关变增容综自\00设计软件\通讯\;SZ131580;;2016/11/25 10:33;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:47;2017/8/28 19:47;XLS;24;"原版本号 新版本号 ""PRS-7000-标准X(Solaris 10)-S-V1.1-130902"
254;1;D:\24.工程设计备份\H河北\2013年度\SZ131584河北沧州110kV肃宁变综自改造\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H河北\2013年度\SZ131584河北沧州110kV肃宁变综自改造\00设计软件\后台\;SZ131584;;2016/11/25 10:33;1;32 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:47;2017/8/28 19:47;XLS;24;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-131107"
406;1;D:\24.工程设计备份\J江西\2013年度\SZ131632江西吉安110kV火炬智能变110kV综自\00软件设计\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J江西\2013年度\SZ131632江西吉安110kV火炬智能变110kV综自\00软件设计\后台\;SZ131632;;2016/11/28 13:48;1;38 KB;Microsoft Excel 97-2003 工作表;2017/8/29 0:26;2017/8/29 0:26;XLS;26;"原版本号 无 新版本号 ""PRS-7000-标准X(Solaris 10)-S-V1.1-130918"
175;1;D:\24.工程设计备份\G甘肃\2013年度\SZ131677甘肃兰州330kV兰州北变保信子站\00设计软件\后台\兰州北变工程设计更改单.xls;兰州北变工程设计更改单.xls;D:\24.工程设计备份\G甘肃\2013年度\SZ131677甘肃兰州330kV兰州北变保信子站\00设计软件\后台\;SZ131677;;2016/11/24 16:32;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:58;2017/8/29 7:58;XLS;22;"PRS-7000-标准X(Solaris 10)-S-V1.1-130719"""
176;1;D:\24.工程设计备份\G甘肃\2013年度\SZ131679甘肃兰州220kV建设坪变\00设计软件\后台\建设坪变工程设计更改单.xls;建设坪变工程设计更改单.xls;D:\24.工程设计备份\G甘肃\2013年度\SZ131679甘肃兰州220kV建设坪变\00设计软件\后台\;SZ131679;;2016/11/24 16:32;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:57;2017/8/29 7:57;XLS;22;"PRS-7000-标准X(Solaris 10)-S-V1.1-130719"""
177;1;D:\24.工程设计备份\G甘肃\2013年度\SZ131680甘肃兰州330kV海石湾变保信子站\00设计软件\后台\海石湾变工程设计更改单.xls;海石湾变工程设计更改单.xls;D:\24.工程设计备份\G甘肃\2013年度\SZ131680甘肃兰州330kV海石湾变保信子站\00设计软件\后台\;SZ131680;;2016/11/24 16:32;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 8:03;2017/8/29 8:03;XLS;22;"PRS-7000-标准X(Solaris 10)-S-V1.1-130719"""
178;1;D:\24.工程设计备份\G甘肃\2013年度\SZ131681甘肃平凉330kV嵋岘变保信子站\00设计软件\后台\嵋岘变工程设计更改单.xls;嵋岘变工程设计更改单.xls;D:\24.工程设计备份\G甘肃\2013年度\SZ131681甘肃平凉330kV嵋岘变保信子站\00设计软件\后台\;SZ131681;;2016/11/24 16:32;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 8:03;2017/8/29 8:03;XLS;22;"PRS-7000-标准X(Solaris 10)-S-V1.1-130719"""
512;1;D:\24.工程设计备份\S上海\2013年度\SZ131859上海220kV航吉变\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S上海\2013年度\SZ131859上海220kV航吉变\00设计软件\后台\;SZ131859;;2016/11/28 17:15;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 18:28;2017/8/28 18:28;XLS;23;"原版本号 无 新版本号 ""号 PRS-7000-标准X(Solaris 10)-S-V1.1-130918"
513;1;D:\24.工程设计备份\S上海\2013年度\SZ131859上海220kV航吉变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S上海\2013年度\SZ131859上海220kV航吉变\00设计软件\通讯\;SZ131859;;2016/11/28 17:15;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 18:28;2017/8/28 18:28;XLS;23;"原版本号 无 新版本号 ""号 PRS-7000-标准X(Solaris 10)-S-V1.1-130918"
827;1;D:\24.工程设计备份\Z浙江\2013年度\SZ131861宁波220kV下应变\00设计软件\后台\130703浙江宁波220kV下应变通讯后台设计更改单.xls;130703浙江宁波220kV下应变通讯后台设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ131861宁波220kV下应变\00设计软件\后台\;SZ131861;;2016/11/24 18:28;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:04;2017/8/28 21:04;XLS;22;"原版本号 新版本号 ""保护工程师站：PRS-7000-标准(Linux版本)-S-V1.0-130628"
828;1;D:\24.工程设计备份\Z浙江\2013年度\SZ131861宁波220kV下应变\140414服务记录\后台\140324浙江宁波220kV下应变工程设计更改单.xls;140324浙江宁波220kV下应变工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ131861宁波220kV下应变\140414服务记录\后台\;SZ131861;;2016/11/24 18:28;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:04;2017/8/28 21:04;XLS;21;"原版本号 ""后台：PRS-7000-标准(Linux版本)-S-V1.0-130628"
829;2;D:\24.工程设计备份\Z浙江\2013年度\SZ131861宁波220kV下应变\140414服务记录\后台\140324浙江宁波220kV下应变工程设计更改单.xls;140324浙江宁波220kV下应变工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ131861宁波220kV下应变\140414服务记录\后台\;SZ131861;;2016/11/24 18:28;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:04;2017/8/28 21:04;XLS;22;"791DP：PRS-791DP-标准R1(下应变P1)-M-V3.51-130702"" 新版本号 ""后台：PRS-7000-标准X(浙江宁波220kV下应变P1)-RHL59-S-V1.10-140123"
612;1;D:\24.工程设计备份\S山东\2013年度\SZ131898 山东济宁曲阜110kV孟庄变保护改造\140815服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山东\2013年度\SZ131898 山东济宁曲阜110kV孟庄变保护改造\140815服务记录\后台\;SZ131898;;2016/11/28 15:49;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:34;2017/8/29 2:34;XLS;25;原版本号 PRS-7000-标准X-S11-S-V1.10-140306 新版本号 PRS-7000-标准X-S11-S-V1.10-140624
613;1;D:\24.工程设计备份\S山东\2013年度\SZ131900-山东济宁220kV曲南智能变\140106服务记录\后台\140106山东淄博220kV沂源II智能变工程设计更改单.xls;140106山东淄博220kV沂源II智能变工程设计更改单.xls;D:\24.工程设计备份\S山东\2013年度\SZ131900-山东济宁220kV曲南智能变\140106服务记录\后台\;SZ131900;;2016/11/28 15:49;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:35;2017/8/29 2:35;XLS;26;"原版本号 无 新版本号 ""后台：PRS-7000-标准X-S10-S-V1.10-130918"
830;1;D:\24.工程设计备份\Z浙江\2013年度\SZ132044宁波220kV田胡变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ132044宁波220kV田胡变\00设计软件\通讯\;SZ132044;;2016/11/24 18:28;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:03;2017/8/28 21:03;XLS;10;更改装置型号 PRS-791D、PRS-700U 更改类别 工程软件 技术定位 初调无程序
831;2;D:\24.工程设计备份\Z浙江\2013年度\SZ132044宁波220kV田胡变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ132044宁波220kV田胡变\00设计软件\通讯\;SZ132044;;2016/11/24 18:28;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:03;2017/8/28 21:03;XLS;17;程序路径：后台：\\dazx\GC\通讯后台\后台软件\PRS700U后台监控程序\特殊程序\浙江\宁波\浙江宁波220kV田胡变\20130731\PRS-700U
832;3;D:\24.工程设计备份\Z浙江\2013年度\SZ132044宁波220kV田胡变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Z浙江\2013年度\SZ132044宁波220kV田胡变\00设计软件\通讯\;SZ132044;;2016/11/24 18:28;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:03;2017/8/28 21:03;XLS;23;"PRS-7000-标准X(Solaris 10)-S-V1.1-130814"""
288;1;D:\24.工程设计备份\H河南\2013年度\SZ132116河南驻马店220kV天中变\130927服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H河南\2013年度\SZ132116河南驻马店220kV天中变\130927服务记录\后台\;SZ132116;;2016/11/28 11:55;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:59;2017/8/29 3:59;XLS;23;原版本号 PRS-700U-标准S(河南驻马店天中变P2)-X-V1.40-130608 新版本号 ISA-300+-特殊(河南驻马店天中变P3)-S-V3.21-130927
614;1;D:\24.工程设计备份\S山东\2013年度\SZ132153山东潍坊110kV万达智能变综自\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山东\2013年度\SZ132153山东潍坊110kV万达智能变综自\00设计软件\后台\;SZ132153;;2016/11/28 15:49;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:34;2017/8/29 2:34;XLS;27;"原版本号 无 新版本号 ""PRS-7000-标准X(Solaris 10)-S-V1.1-130902"
122;1;D:\24.工程设计备份\G广东\2013年度\SZ132162江门110kV金鸡变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132162江门110kV金鸡变\00设计软件\通讯\;SZ132162;;2016/11/24 17:58;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 5:00;2017/8/29 5:00;XLS;10;更改装置型号 PRS-7910、PRS-700U 更改类别 工程软件 技术定位 初调无程序
123;2;D:\24.工程设计备份\G广东\2013年度\SZ132162江门110kV金鸡变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132162江门110kV金鸡变\00设计软件\通讯\;SZ132162;;2016/11/24 17:58;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 5:00;2017/8/29 5:00;XLS;13;"2、该站监控主机和五防主机需南网版PRS-700U监控软件程序。"""
124;3;D:\24.工程设计备份\G广东\2013年度\SZ132162江门110kV金鸡变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132162江门110kV金鸡变\00设计软件\通讯\;SZ132162;;2016/11/24 17:58;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 5:00;2017/8/29 5:00;XLS;23;"PRS-7000-标准X-S10-S-V1.10-130918"""
125;1;D:\24.工程设计备份\G广东\2013年度\SZ132164广东梅州市35kV梅林变综自\00设计软件\后台\工程设计更改单111.xls;工程设计更改单111.xls;D:\24.工程设计备份\G广东\2013年度\SZ132164广东梅州市35kV梅林变综自\00设计软件\后台\;SZ132164;;2016/11/24 17:58;1;36 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:59;2017/8/29 4:59;XLS;31;"PRS-7000-标准X-S11-S-V1.10-131128"""
469;1;D:\24.工程设计备份\N内蒙古\2013年度\SZ132181内蒙古呼伦贝尔110kV西乌日图变\00设计软件\通讯\工程设计更改单131031.xls;工程设计更改单131031.xls;D:\24.工程设计备份\N内蒙古\2013年度\SZ132181内蒙古呼伦贝尔110kV西乌日图变\00设计软件\通讯\;SZ132181;;2016/11/28 14:32;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 0:23;2017/8/29 0:23;XLS;12;"更改原因 ""背景：该站含监控主机、数据服务器、综合应用服务器、图形网关机各1台，均为X86 Solaris10操作系统，提供定版一体化监控程序：PRS-7000-标准X-S10-S-V1.10-130918。通讯机含I区数据网关机PRS791D两台，II区数据网关机PRS791D一台，III/IV区数据网关机PRS791D一台，提供对应数据网关机程序。"
470;2;D:\24.工程设计备份\N内蒙古\2013年度\SZ132181内蒙古呼伦贝尔110kV西乌日图变\00设计软件\通讯\工程设计更改单131031.xls;工程设计更改单131031.xls;D:\24.工程设计备份\N内蒙古\2013年度\SZ132181内蒙古呼伦贝尔110kV西乌日图变\00设计软件\通讯\;SZ132181;;2016/11/28 14:32;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 0:23;2017/8/29 0:23;XLS;23;"原版本号 新版本号 ""PRS-7000-标准X-S10-S-V1.10-130918"
6;1;D:\24.工程设计备份\A安徽\2013年度\SZ132251安徽六安110kV示范区智能变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\A安徽\2013年度\SZ132251安徽六安110kV示范区智能变\00设计软件\通讯\;SZ132251;;2016/11/24 15:49;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:03;2017/8/28 20:03;XLS;24;"PRS-7000-标准X-S10-S-V1.10-140306"""
7;1;D:\24.工程设计备份\A安徽\2013年度\SZ132252安徽省六安市舒城县35kV张母桥变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\A安徽\2013年度\SZ132252安徽省六安市舒城县35kV张母桥变\00设计软件\通讯\;SZ132252;;2016/11/24 15:49;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:03;2017/8/28 20:03;XLS;24;"原版本号 无 新版本号 ""PRS-7000-标准X(Solaris 10)-S-V1.1-130902"
8;1;D:\24.工程设计备份\A安徽\2013年度\SZ132269安徽芜湖110kV天门山智能变改造综自\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\A安徽\2013年度\SZ132269安徽芜湖110kV天门山智能变改造综自\00设计软件\后台\;SZ132269;;2016/11/24 15:49;2;32 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:03;2017/8/28 20:03;XLS;10;更改装置型号 PRS-7000,ISA-301D 更改类别 工程软件 技术定位 初调无程序
9;2;D:\24.工程设计备份\A安徽\2013年度\SZ132269安徽芜湖110kV天门山智能变改造综自\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\A安徽\2013年度\SZ132269安徽芜湖110kV天门山智能变改造综自\00设计软件\后台\;SZ132269;;2016/11/24 15:49;2;32 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:03;2017/8/28 20:03;XLS;24;"原版本号 无 新版本号 ""PRS-7000-标准X-S10-S-V1.10-130918"
498;1;D:\24.工程设计备份\Q青海\2013年度\SZ132317-1青海黄南州110kV泽库智能变\00设计软件\通讯\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Q青海\2013年度\SZ132317-1青海黄南州110kV泽库智能变\00设计软件\通讯\通讯\;SZ132317;;2016/11/28 14:53;1;20 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:24;2017/8/28 19:24;XLS;24;PRS-7000-标准X(Solaris 10)-S-V1.1-130824
499;1;D:\24.工程设计备份\Q青海\2013年度\SZ132318青海海南州110kV河北智能变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\Q青海\2013年度\SZ132318青海海南州110kV河北智能变\00设计软件\通讯\;SZ132318;;2016/11/28 14:53;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:22;2017/8/28 19:22;XLS;26;"原版本号 无 新版本号 ""PRS-7000-标准X(Solaris 10)-S-V1.1-130902"
126;1;D:\24.工程设计备份\G广东\2013年度\SZ132359广东汕头110kV东洋变\140223服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132359广东汕头110kV东洋变\140223服务记录\后台\;SZ132359;;2016/11/24 17:58;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 5:00;2017/8/29 5:00;XLS;23;原版本号 PRS-7000-标准X-S11-S-V1.20-140103 新版本号 PRS-7000-标准X-S11-S-V1.20-140213
255;1;D:\24.工程设计备份\H河北\2013年度\SZ132401-1河北邢台隆尧千户220kV智能站\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H河北\2013年度\SZ132401-1河北邢台隆尧千户220kV智能站\00设计软件\通讯\;SZ132401;;2016/11/25 10:33;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:47;2017/8/28 19:47;XLS;23;"原版本号 无 新版本号 ""PRS-7000-标准X-S-V1.0-140214.rar"
256;1;D:\24.工程设计备份\H河北\2013年度\SZ132414河北邢台110kV隆尧莲东智能变综自\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\H河北\2013年度\SZ132414河北邢台110kV隆尧莲东智能变综自\00设计软件\通讯\;SZ132414;;2016/11/25 10:33;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:47;2017/8/28 19:47;XLS;23;"PRS-7000-标准X-S11-S-V1.10-140306"""
553;1;D:\24.工程设计备份\S四川\2013年度\SZ132430-四川乐山220kV天宫庙变\00设计软件\后台\130911四川乐山220kV天宫庙智能变工程设计更改单.xls;130911四川乐山220kV天宫庙智能变工程设计更改单.xls;D:\24.工程设计备份\S四川\2013年度\SZ132430-四川乐山220kV天宫庙变\00设计软件\后台\;SZ132430;;2016/11/28 18:07;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:59;2017/8/28 22:59;XLS;20;原版本号 新版本号 PRS-7000-标准X(Solaris 10)-S-V1.1-130909
127;1;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\00设计软件\通讯\;SZ132440;;2016/11/24 17:58;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:59;2017/8/29 4:59;XLS;10;更改装置型号 PRS-7910、PRS-700U 更改类别 工程软件 技术定位 初调无程序
128;2;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\00设计软件\通讯\;SZ132440;;2016/11/24 17:58;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:59;2017/8/29 4:59;XLS;13;"2、该站监控主机和五防主机需南网版PRS-700U监控软件程序。"""
129;3;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\00设计软件\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\00设计软件\通讯\;SZ132440;;2016/11/24 17:58;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:59;2017/8/29 4:59;XLS;23;"PRS-7000-标准X-S10-S-V1.10-130918"""
130;1;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\170504服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\170504服务记录\通讯\;SZ132440;;2017/5/24 20:15;1;35 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:58;2017/8/29 4:58;XLS;14;更改原因 PRS-7000后台需要升级到高版本，后台升级后生成远动61850配置遥测带Q、T解析层，而原先置将远动机和规约转换器程序版本为3.60，不支持遥测Q、T层解析，需要升级至3.62版本匹配后台程序。
131;1;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\151208服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\G广东\2013年度\SZ132440惠州110kV长布变\151208服务记录\后台\;SZ132440;;2016/11/24 17:58;2;30 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:58;2017/8/29 4:58;XLS;22;原版本号 PRS-7000-标准X-S10-S-V1.10-130918 新版本号 PRS-7000-标准X（长布变P2）-S11-S-V1.13-151118
392;1;D:\24.工程设计备份\J江苏\2013年度\SZ132651江苏盐城35kV南阳变\131226服务记录\后台\工程设计更改单140330.xls;工程设计更改单140330.xls;D:\24.工程设计备份\J江苏\2013年度\SZ132651江苏盐城35kV南阳变\131226服务记录\后台\;SZ132651;;2016/11/28 10:52;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:25;2017/8/28 20:25;XLS;12;"更改原因 ""背景：该站配置服务器为Solaris10 X86操作系统，安调期间进行监控后台版本控制升级，升级为PRS-7000-标准X-S11-S-V1.10-131226."
393;2;D:\24.工程设计备份\J江苏\2013年度\SZ132651江苏盐城35kV南阳变\131226服务记录\后台\工程设计更改单140330.xls;工程设计更改单140330.xls;D:\24.工程设计备份\J江苏\2013年度\SZ132651江苏盐城35kV南阳变\131226服务记录\后台\;SZ132651;;2016/11/28 10:52;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:25;2017/8/28 20:25;XLS;22;原版本号 PRS-700U-标准X-S-V3.0-20111029 新版本号 PRS-7000-标准X-S11-S-V1.10-131226
394;1;D:\24.工程设计备份\J江苏\2013年度\SZ132661江苏泰州靖江35kV柏木变\140408服务记录\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J江苏\2013年度\SZ132661江苏泰州靖江35kV柏木变\140408服务记录\通讯\;SZ132661;;2016/11/28 10:52;1;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:24;2017/8/28 20:24;XLS;23;"PRS-7000-标准X-S10-S-V1.10-140306"""
